"COD_LOJA","NOME_LOJA","PERIODO","COD_PRODUTO","NOME_PRODUTO","Qtd Ano Ant","Valor Ano Ant","Qtd Atual","Valor Atual","Variacao (%)"
C20074,CENTRO DE DISTRIBUICAO ANGELONI,jan-fev 2025 e jan-fev 2026,"00341",AGUA DE COCO 300ML FD/12,0.00,0.00,-222.00,-888.00,-100.00
C20074,CENTRO DE DISTRIBUICAO ANGELONI,jan-fev 2025 e jan-fev 2026,"00225",AGUA DE COCO 1 LITRO FD/06,0.00,0.00,-610.00,-5978.00,-100.00
